chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd
chr1	244998296	244998356	COX20_4	900	+	244998345	244998356
chr1	244998579	244998639	COX20_2	900	+	244998628	244998639
chr1	244998947	244999007	COX20_1	900	+	244998996	244999007
chr1	245025685	245025745	HNRNPU_2	900	-	245025685	245025696
chr1	245027774	245027834	HNRNPU_1	900	-	245027774	245027785
chr1	245133642	245133702	KIF26B_2	900	+	245133691	245133702
chr1	245318079	245318139	KIF26B_3	900	+	245318128	245318139
chr1	245318237	245318297	KIF26B_1	900	+	245318286	245318297
chr1	246670570	246670630	SMYD3_1	900	-	246670570	246670581
chr1	246729552	246729612	TFB2M_1	900	-	246729552	246729563
chr1	246729708	246729768	CNST_2	900	+	246729757	246729768
chr1	246729809	246729869	CNST_1	900	+	246729858	246729869
chr1	246730274	246730334	TFB2M_2	900	-	246730274	246730285
chr1	246745974	246746034	CNST_3	900	+	246746023	246746034
chr1	246887316	246887376	SCCPDH_2	900	+	246887365	246887376
chr1	246887664	246887724	SCCPDH_1	900	+	246887713	246887724
chr1	247094648	247094708	AHCTF1_1	900	-	247094648	247094659
chr1	247171317	247171377	ZNF695_1	900	-	247171317	247171328
chr1	247242053	247242113	ZNF670_1	900	-	247242053	247242064
chr1	247267619	247267679	ZNF669_1	900	-	247267619	247267630
chr1	247335309	247335369	ZNF124_1	900	-	247335309	247335320
chr1	247494982	247495042	ZNF496_2	900	-	247494982	247494993
chr1	247495154	247495214	ZNF496_1	900	-	247495154	247495165
chr1	247579425	247579485	NLRP3_1	900	+	247579474	247579485
chr1	247670376	247670436	GCSAML_2	900	+	247670425	247670436
chr1	247712269	247712329	GCSAML_1	900	+	247712318	247712329
chr1	248020439	248020499	TRIM58_1	900	+	248020488	248020499
chr1	249120868	249120928	SH3BP5L_1	900	-	249120868	249120879
chr1	249132396	249132456	ZNF672_1	900	+	249132445	249132456
chr1	249153273	249153333	ZNF692_1	900	-	249153273	249153284
chr1	249200384	249200444	PGBD2_1	900	+	249200433	249200444
chr2	46846	46906	FAM110C_1	900	-	46846	46857
chr2	264021	264081	SH3YL1_2	900	-	264021	264032
chr2	264799	264859	SH3YL1_1	900	-	264799	264810
chr2	264897	264957	ACP1_1	900	+	264946	264957
chr2	287883	287943	FAM150B_1	900	-	287883	287894
chr2	677395	677455	TMEM18_1	900	-	677395	677406
chr2	946485	946545	SNTG2_1	900	+	946534	946545
chr2	1377820	1377880	TPO_1	900	+	1377869	1377880
chr2	1417185	1417245	TPO_2	900	+	1417234	1417245
chr2	1418128	1418188	TPO_3	900	+	1418177	1418188
chr2	1748276	1748336	PXDN_1	900	-	1748276	1748287
chr2	2328722	2328782	MYT1L_2	900	-	2328722	2328733
chr2	2335036	2335096	MYT1L_1	900	-	2335036	2335047
chr2	3381578	3381638	TSSC1_1	900	-	3381578	3381589
chr2	3383443	3383503	TRAPPC12_1	900	+	3383492	3383503
chr2	3523291	3523351	ADI1_1	900	-	3523291	3523302
chr2	3584431	3584491	ADI1_2	900	-	3584431	3584442
chr2	3605912	3605972	RNASEH1_1	900	-	3605912	3605923
chr2	3622865	3622925	RPS7_1	900	+	3622914	3622925
chr2	3623136	3623196	RPS7_2	900	+	3623185	3623196
chr2	3642517	3642577	COLEC11_3	900	+	3642566	3642577
chr2	3642652	3642712	COLEC11_1	900	+	3642701	3642712
chr2	3653192	3653252	COLEC11_2	900	+	3653241	3653252
chr2	3705749	3705809	ALLC_1	900	+	3705798	3705809
chr2	7005784	7005844	CMPK2_1	900	-	7005784	7005795
chr2	7005880	7005940	RSAD2_2	900	+	7005929	7005940
chr2	7006027	7006087	CMPK2_2	900	-	7006027	7006038
chr2	7017858	7017918	RSAD2_1	900	+	7017907	7017918
chr2	7057493	7057553	RNF144A_1	900	+	7057542	7057553
chr2	7073165	7073225	RNF144A_2	900	+	7073214	7073225
chr2	8822136	8822196	ID2_1	900	+	8822185	8822196
chr2	8977732	8977792	KIDINS220_1	900	-	8977732	8977743
chr2	9143802	9143862	MBOAT2_2	900	-	9143802	9143813
chr2	9144067	9144127	MBOAT2_1	900	-	9144067	9144078
chr2	9346891	9346951	ASAP2_1	900	+	9346940	9346951
chr2	9563574	9563634	ITGB1BP1_1	900	-	9563574	9563585
chr2	9563733	9563793	CPSF3_1	900	+	9563782	9563793
chr2	9564045	9564105	CPSF3_2	900	+	9564094	9564105
chr2	9614633	9614693	IAH1_1	900	+	9614682	9614693
chr2	9695873	9695933	ADAM17_1	900	-	9695873	9695884
chr2	9770656	9770716	YWHAQ_2	900	-	9770656	9770667
chr2	9771087	9771147	YWHAQ_1	900	-	9771087	9771098
chr2	9983584	9983644	TAF1B_1	900	+	9983633	9983644
chr2	10091156	10091216	GRHL1_3	900	+	10091205	10091216
chr2	10091772	10091832	GRHL1_1	900	+	10091821	10091832
chr2	10091881	10091941	GRHL1_2	900	+	10091930	10091941
chr2	10170553	10170613	KLF11_2	900	+	10170602	10170613
chr2	10183649	10183709	KLF11_1	900	+	10183698	10183709
chr2	10220528	10220588	CYS1_1	900	-	10220528	10220539
chr2	10262816	10262876	RRM2_1	900	+	10262865	10262876
chr2	10263047	10263107	RRM2_2	900	+	10263096	10263107
chr2	10263317	10263377	RRM2_3	900	+	10263366	10263377
chr2	10442980	10443040	HPCAL1_1	900	+	10443029	10443040
chr2	10496184	10496244	HPCAL1_2	900	+	10496233	10496244
chr2	10588442	10588502	ODC1_1	900	-	10588442	10588453
chr2	10830090	10830150	NOL10_1	900	-	10830090	10830101
chr2	10952900	10952960	PDIA6_1	900	-	10952900	10952911
chr2	11270126	11270186	C2orf50_2	900	+	11270175	11270186
chr2	11272985	11273045	C2orf50_3	900	+	11273034	11273045
chr2	11273205	11273265	C2orf50_1	900	+	11273254	11273265
chr2	11295543	11295603	PQLC3_1	900	+	11295592	11295603
chr2	11367436	11367496	ROCK2_2	900	-	11367436	11367447
chr2	11484751	11484811	ROCK2_1	900	-	11484751	11484762
chr2	11605961	11606021	E2F6_2	900	-	11605961	11605972
chr2	11606244	11606304	GREB1_5	900	+	11606293	11606304
chr2	11606273	11606333	E2F6_1	900	-	11606273	11606284
chr2	11679895	11679955	GREB1_3	900	+	11679944	11679955
chr2	11682765	11682825	GREB1_4	900	+	11682814	11682825
chr2	11701273	11701333	GREB1_1	900	+	11701322	11701333
chr2	11752317	11752377	GREB1_2	900	+	11752366	11752377
chr2	11810310	11810370	NTSR2_1	900	-	11810310	11810321
chr2	11817620	11817680	LPIN1_2	900	+	11817669	11817680
chr2	11864426	11864486	LPIN1_3	900	+	11864475	11864486
chr2	11886708	11886768	LPIN1_1	900	+	11886757	11886768
chr2	12857018	12857078	TRIB2_1	900	+	12857067	12857078
chr2	12857127	12857187	TRIB2_2	900	+	12857176	12857187
chr2	14772796	14772856	FAM84A_1	900	+	14772845	14772856
chr2	15701447	15701507	NBAS_1	900	-	15701447	15701458
chr2	15731942	15732002	DDX1_1	900	+	15731991	15732002
chr2	16080622	16080682	MYCN_2	900	+	16080671	16080682
chr2	16080822	16080882	MYCN_1	900	+	16080871	16080882
chr2	16847085	16847145	FAM49A_1	900	-	16847085	16847096
chr2	17699696	17699756	RAD51AP2_1	900	-	17699696	17699707
chr2	17720313	17720373	VSNL1_2	900	+	17720362	17720373
chr2	17721923	17721983	VSNL1_1	900	+	17721972	17721983
chr2	17761246	17761306	VSNL1_3	900	+	17761295	17761306
chr2	17935061	17935121	SMC6_1	900	-	17935061	17935072
chr2	18059064	18059124	KCNS3_2	900	+	18059113	18059124
chr2	18059884	18059944	KCNS3_1	900	+	18059933	18059944
chr2	18741908	18741968	RDH14_1	900	-	18741908	18741919
chr2	18765887	18765947	NT5C1B_2	900	-	18765887	18765898
chr2	18770819	18770879	NT5C1B_1	900	-	18770819	18770830
chr2	19558373	19558433	OSR1_1	900	-	19558373	19558384
chr2	20101709	20101769	TTC32_1	900	-	20101709	20101720
chr2	20189854	20189914	WDR35_1	900	-	20189854	20189865
chr2	20212418	20212478	MATN3_1	900	-	20212418	20212429
chr2	20251370	20251430	LAPTM4A_1	900	-	20251370	20251381
chr2	20251798	20251858	LAPTM4A_2	900	-	20251798	20251809
chr2	20424880	20424940	SDC1_1	900	-	20424880	20424891
chr2	20425225	20425285	SDC1_2	900	-	20425225	20425236
chr2	20527059	20527119	PUM2_2	900	-	20527059	20527070
chr2	20551984	20552044	PUM2_1	900	-	20551984	20551995
chr2	20850821	20850881	HS1BP3_1	900	-	20850821	20850832
chr2	20866403	20866463	GDF7_1	900	+	20866452	20866463
chr2	21022850	21022910	LDAH_1	900	-	21022850	21022861
chr2	21266776	21266836	APOB_1	900	-	21266776	21266787
chr2	21266934	21266994	APOB_2	900	-	21266934	21266945
chr2	23607696	23607756	KLHL29_1	900	+	23607745	23607756
chr2	23755405	23755465	KLHL29_2	900	+	23755454	23755465
chr2	24149934	24149994	ATAD2B_1	900	-	24149934	24149945
chr2	24150069	24150129	ATAD2B_2	900	-	24150069	24150080
chr2	24150098	24150158	UBXN2A_2	900	+	24150147	24150158
chr2	24163283	24163343	UBXN2A_1	900	+	24163332	24163343
chr2	24163287	24163347	MFSD2B_1	900	+	24163336	24163347
chr2	24270250	24270310	C2orf44_1	900	-	24270250	24270261
chr2	24272563	24272623	FKBP1B_1	900	+	24272612	24272623
chr2	24285903	24285963	FKBP1B_2	900	+	24285952	24285963
chr2	24299185	24299245	SF3B6_1	900	-	24299185	24299196
chr2	24299366	24299426	FAM228B_1	900	+	24299415	24299426
chr2	24299680	24299740	FAM228A_2	900	+	24299729	24299740
chr2	24299761	24299821	FAM228B_3	900	+	24299810	24299821
chr2	24307192	24307252	TP53I3_1	900	-	24307192	24307203
chr2	24307693	24307753	TP53I3_2	900	-	24307693	24307704
chr2	24346178	24346238	PFN4_2	900	-	24346178	24346189
chr2	24346289	24346349	FAM228A_1	900	+	24346338	24346349
chr2	24346324	24346384	FAM228B_2	900	+	24346373	24346384
chr2	24346379	24346439	PFN4_1	900	-	24346379	24346390
chr2	24397901	24397961	FAM228A_3	900	+	24397950	24397961
chr2	24583163	24583223	ITSN2_2	900	-	24583163	24583174
chr2	24583378	24583438	ITSN2_1	900	-	24583378	24583389
chr2	24583642	24583702	ITSN2_3	900	-	24583642	24583653
chr2	24714092	24714152	NCOA1_1	900	+	24714141	24714152
chr2	24714342	24714402	NCOA1_2	900	+	24714391	24714402
chr2	25015964	25016024	CENPO_2	900	+	25016013	25016024
chr2	25016212	25016272	PTRHD1_1	900	-	25016212	25016223
chr2	25016308	25016368	CENPO_1	900	+	25016357	25016368
chr2	25142763	25142823	ADCY3_1	900	-	25142763	25142774
chr2	25194919	25194979	DNAJC27_1	900	-	25194919	25194930
chr2	25342404	25342464	EFR3B_1	900	+	25342453	25342464
chr2	25391438	25391498	POMC_1	900	-	25391438	25391449
chr2	25475121	25475181	DNMT3A_2	900	-	25475121	25475132
chr2	25564783	25564843	DNMT3A_1	900	-	25564783	25564794
chr2	25565326	25565386	DNMT3A_3	900	-	25565326	25565337
chr2	25565489	25565549	DNMT3A_4	900	-	25565489	25565500
chr2	25896413	25896473	DTNB_2	900	-	25896413	25896424
chr2	25896519	25896579	DTNB_1	900	-	25896519	25896530
chr2	26079786	26079846	ASXL2_2	900	-	26079786	26079797
chr2	26101322	26101382	ASXL2_1	900	-	26101322	26101333
chr2	26205342	26205402	KIF3C_1	900	-	26205342	26205353
chr2	26255480	26255540	RAB10_3	900	+	26255529	26255540
chr2	26256418	26256478	RAB10_4	900	+	26256467	26256478
chr2	26256903	26256963	RAB10_1	900	+	26256952	26256963
chr2	26257257	26257317	RAB10_2	900	+	26257306	26257317
chr2	26395907	26395967	GAREM2_1	900	+	26395956	26395967
chr2	26467467	26467527	HADHA_1	900	-	26467467	26467478
chr2	26467757	26467817	HADHB_1	900	+	26467806	26467817
chr2	26522745	26522805	EPT1_2	900	+	26522794	26522805
chr2	26541874	26541934	ADGRF3_3	900	-	26541874	26541885
chr2	26568668	26568728	ADGRF3_1	900	-	26568668	26568679
chr2	26568964	26569024	EPT1_1	900	+	26569013	26569024
chr2	26569671	26569731	ADGRF3_2	900	-	26569671	26569682
chr2	26624738	26624798	DRC1_1	900	+	26624787	26624798
chr2	26700981	26701041	OTOF_2	900	-	26700981	26700992
chr2	26781516	26781576	OTOF_1	900	-	26781516	26781527
chr2	26864206	26864266	CIB4_1	900	-	26864206	26864217
chr2	26915549	26915609	KCNK3_2	900	+	26915598	26915609
chr2	26915651	26915711	KCNK3_1	900	+	26915700	26915711
chr2	26930149	26930209	KCNK3_3	900	+	26930198	26930209
chr2	26987106	26987166	SLC35F6_1	900	+	26987155	26987166
chr2	27001885	27001945	SLC35F6_2	900	+	27001934	27001945
chr2	27008885	27008945	CENPA_1	900	+	27008934	27008945
chr2	27009016	27009076	CENPA_2	900	+	27009065	27009076
chr2	27070950	27071010	DPYSL5_1	900	+	27070999	27071010
chr2	27193455	27193515	MAPRE3_1	900	+	27193504	27193515
chr2	27237572	27237632	MAPRE3_2	900	+	27237621	27237632
chr2	27255822	27255882	TMEM214_1	900	+	27255871	27255882
chr2	27274486	27274546	AGBL5_1	900	+	27274535	27274546
chr2	27294511	27294571	OST4_1	900	-	27294511	27294522
chr2	27301433	27301493	EMILIN1_1	900	+	27301482	27301493
chr2	27309590	27309650	KHK_1	900	+	27309639	27309650
chr2	27310044	27310104	KHK_2	900	+	27310093	27310104
chr2	27317439	27317499	KHK_3	900	+	27317488	27317499
chr2	27346646	27346706	ABHD1_1	900	+	27346695	27346706
chr2	27357480	27357540	PREB_1	900	-	27357480	27357491
chr2	27362267	27362327	PRR30_1	900	-	27362267	27362278
chr2	27371846	27371906	TCF23_1	900	+	27371895	27371906
chr2	27434650	27434710	SLC5A6_2	900	-	27434650	27434661
chr2	27434783	27434843	SLC5A6_3	900	-	27434783	27434794
chr2	27434859	27434919	ATRAID_2	900	+	27434908	27434919
chr2	27435097	27435157	SLC5A6_1	900	-	27435097	27435108
chr2	27435179	27435239	ATRAID_1	900	+	27435228	27435239
chr2	27440187	27440247	CAD_1	900	+	27440236	27440247
chr2	27440309	27440369	CAD_2	900	+	27440358	27440369
chr2	27485904	27485964	SLC30A3_1	900	-	27485904	27485915
chr2	27498255	27498315	DNAJC5G_1	900	+	27498304	27498315
chr2	27505247	27505307	TRIM54_1	900	+	27505296	27505307
chr2	27505355	27505415	TRIM54_2	900	+	27505404	27505415
chr2	27545389	27545449	MPV17_2	900	-	27545389	27545400
chr2	27545936	27545996	MPV17_1	900	-	27545936	27545947
chr2	27579620	27579680	GTF3C2_1	900	-	27579620	27579631
chr2	27579857	27579917	GTF3C2_2	900	-	27579857	27579868
chr2	27580050	27580110	GTF3C2_3	900	-	27580050	27580061
chr2	27592881	27592941	EIF2B4_2	900	-	27592881	27592892
chr2	27593194	27593254	EIF2B4_1	900	-	27593194	27593205
chr2	27593437	27593497	SNX17_1	900	+	27593486	27593497
chr2	27603282	27603342	ZNF513_2	900	-	27603282	27603293
chr2	27603580	27603640	ZNF513_1	900	-	27603580	27603591
chr2	27632413	27632473	PPM1G_1	900	-	27632413	27632424
chr2	27651448	27651508	NRBP1_1	900	+	27651497	27651508
chr2	27665209	27665269	KRTCAP3_1	900	+	27665258	27665269
chr2	27712599	27712659	IFT172_1	900	-	27712599	27712610
chr2	27717223	27717283	GCKR_2	900	+	27717272	27717283
chr2	27718056	27718116	FNDC4_1	900	-	27718056	27718067
chr2	27719348	27719408	GCKR_3	900	+	27719397	27719408
chr2	27719656	27719716	GCKR_1	900	+	27719705	27719716
chr2	27805863	27805923	ZNF512_1	900	+	27805912	27805923
chr2	27845870	27845930	GPN1_3	900	+	27845919	27845930
chr2	27851064	27851124	GPN1_2	900	+	27851113	27851124
chr2	27851867	27851927	GPN1_1	900	+	27851916	27851927
chr2	27886288	27886348	SLC4A1AP_2	900	+	27886337	27886348
chr2	27886465	27886525	SUPT7L_1	900	-	27886465	27886476
chr2	27886706	27886766	SLC4A1AP_1	900	+	27886755	27886766
chr2	27975687	27975747	MRPL33_2	900	+	27975736	27975747
chr2	27994536	27994596	MRPL33_1	900	+	27994585	27994596
chr2	27994561	27994621	BRE_1	900	+	27994610	27994621
chr2	28108864	28108924	BRE_5	900	+	28108913	28108924
chr2	28112975	28113035	BRE_6	900	+	28113024	28113035
chr2	28113241	28113301	RBKS_1	900	-	28113241	28113252
chr2	28113558	28113618	BRE_2	900	+	28113607	28113618
chr2	28113970	28114030	RBKS_2	900	-	28113970	28113981
chr2	28190169	28190229	BRE_4	900	+	28190218	28190229
chr2	28191963	28192023	BRE_8	900	+	28192012	28192023
chr2	28201069	28201129	BRE_3	900	+	28201118	28201129
chr2	28203308	28203368	BRE_7	900	+	28203357	28203368
chr2	28615675	28615735	FOSL2_1	900	+	28615724	28615735
chr2	28616297	28616357	FOSL2_2	900	+	28616346	28616357
chr2	28718881	28718941	PLB1_2	900	+	28718930	28718941
chr2	28824706	28824766	PLB1_1	900	+	28824755	28824766
chr2	28974740	28974800	PPP1CB_2	900	+	28974789	28974800
chr2	28974930	28974990	PPP1CB_3	900	+	28974979	28974990
chr2	29023067	29023127	PPP1CB_1	900	+	29023116	29023127
chr2	29033650	29033710	SPDYA_1	900	+	29033699	29033710
chr2	29093164	29093224	TRMT61B_1	900	-	29093164	29093175
chr2	29117506	29117566	WDR43_1	900	+	29117555	29117566
chr2	29338299	29338359	CLIP4_1	900	+	29338348	29338359
chr2	29338423	29338483	CLIP4_2	900	+	29338472	29338483
chr2	30144441	30144501	ALK_1	900	-	30144441	30144452
chr2	30369823	30369883	YPEL5_1	900	+	30369872	30369883
chr2	30370141	30370201	YPEL5_2	900	+	30370190	30370201
chr2	30370373	30370433	YPEL5_3	900	+	30370422	30370433
chr2	30370685	30370745	ALK_2	900	-	30370685	30370696
chr2	30454350	30454410	LBH_1	900	+	30454399	30454410
chr2	30670062	30670122	LCLAT1_1	900	+	30670111	30670122
chr2	31361295	31361355	GALNT14_1	900	-	31361295	31361306
chr2	31361538	31361598	GALNT14_2	900	-	31361538	31361549
chr2	31456968	31457028	EHD3_1	900	+	31457017	31457028
chr2	31637597	31637657	XDH_1	900	-	31637597	31637608
chr2	31719655	31719715	XDH_2	900	-	31719655	31719666
chr2	31805994	31806054	SRD5A2_1	900	-	31805994	31806005
chr2	31935278	31935338	SRD5A2_2	900	-	31935278	31935289
chr2	32093323	32093383	MEMO1_6	900	-	32093323	32093334
chr2	32117048	32117108	MEMO1_5	900	-	32117048	32117059
chr2	32235343	32235403	MEMO1_1	900	-	32235343	32235354
chr2	32235523	32235583	MEMO1_3	900	-	32235523	32235534
chr2	32235701	32235761	MEMO1_4	900	-	32235701	32235712
chr2	32236026	32236086	MEMO1_2	900	-	32236026	32236037
chr2	32264851	32264911	DPY30_1	900	-	32264851	32264862
chr2	32288552	32288612	SPAST_2	900	+	32288601	32288612
chr2	32288715	32288775	SPAST_1	900	+	32288764	32288775
chr2	32390884	32390944	SLC30A6_1	900	+	32390933	32390944
chr2	32489923	32489983	NLRC4_1	900	-	32489923	32489934
chr2	32490873	32490933	NLRC4_2	900	-	32490873	32490884
chr2	32502929	32502989	YIPF4_1	900	+	32502978	32502989
chr2	32582141	32582201	BIRC6_1	900	+	32582190	32582201
chr2	32853113	32853173	TTC27_1	900	+	32853162	32853173
chr2	33359613	33359673	LTBP1_1	900	+	33359662	33359673
chr2	33630693	33630753	RASGRP3_5	900	+	33630742	33630753
chr2	33661289	33661349	RASGRP3_4	900	+	33661338	33661349
chr2	33661390	33661450	RASGRP3_2	900	+	33661439	33661450
chr2	33701268	33701328	RASGRP3_3	900	+	33701317	33701328
chr2	33701666	33701726	RASGRP3_1	900	+	33701715	33701726
chr2	33824347	33824407	FAM98A_1	900	-	33824347	33824358
chr2	36583099	36583159	CRIM1_1	900	+	36583148	36583159
chr2	36825282	36825342	FEZ2_1	900	-	36825282	36825293
chr2	36877295	36877355	FEZ2_2	900	-	36877295	36877306
chr2	36923800	36923860	VIT_1	900	+	36923849	36923860
chr2	36924022	36924082	VIT_2	900	+	36924071	36924082
chr2	37130023	37130083	STRN_2	900	-	37130023	37130034
chr2	37193650	37193710	STRN_1	900	-	37193650	37193661
chr2	37311458	37311518	HEATR5B_1	900	-	37311458	37311469
chr2	37311629	37311689	GPATCH11_1	900	+	37311678	37311689
chr2	37374873	37374933	EIF2AK2_1	900	-	37374873	37374884
chr2	37458711	37458771	CEBPZ_1	900	-	37458711	37458722
chr2	37458751	37458811	NDUFAF7_1	900	+	37458800	37458811
chr2	37459085	37459145	CEBPZ_2	900	-	37459085	37459096
chr2	37544204	37544264	PRKD3_2	900	-	37544204	37544215
chr2	37551965	37552025	PRKD3_1	900	-	37551965	37551976
chr2	37571809	37571869	QPCT_1	900	+	37571858	37571869
chr2	37898774	37898834	CDC42EP3_1	900	-	37898774	37898785
chr2	37998223	37998283	RMDN2_2	900	+	37998272	37998283
chr2	38147994	38148054	RMDN2_3	900	+	38148043	38148054
chr2	38152380	38152440	RMDN2_1	900	+	38152429	38152440
chr2	38177557	38177617	RMDN2_4	900	+	38177606	38177617
chr2	38302608	38302668	CYP1B1_2	900	-	38302608	38302619
chr2	38303282	38303342	CYP1B1_1	900	-	38303282	38303293
chr2	38604403	38604463	ATL2_1	900	-	38604403	38604414
chr2	38830052	38830112	HNRNPLL_1	900	-	38830052	38830063
chr2	38830178	38830238	HNRNPLL_2	900	-	38830178	38830189
chr2	38893005	38893065	GALM_2	900	+	38893054	38893065
chr2	38893206	38893266	GALM_1	900	+	38893255	38893266
chr2	38978492	38978552	SRSF7_1	900	-	38978492	38978503
chr2	39002800	39002860	GEMIN6_2	900	+	39002849	39002860
chr2	39005309	39005369	GEMIN6_1	900	+	39005358	39005369
chr2	39103048	39103108	DHX57_1	900	-	39103048	39103059
chr2	39103087	39103147	MORN2_1	900	+	39103136	39103147
chr2	39347526	39347586	SOS1_1	900	-	39347526	39347537
chr2	39351496	39351556	SOS1_2	900	-	39351496	39351507
chr2	39471175	39471235	CDKL4_1	900	-	39471175	39471186
chr2	39664406	39664466	MAP4K3_1	900	-	39664406	39664417
chr2	39891790	39891850	TMEM178A_2	900	+	39891839	39891850
chr2	39893007	39893067	TMEM178A_1	900	+	39893056	39893067
chr2	40006376	40006436	THUMPD2_1	900	-	40006376	40006387
chr2	40657392	40657452	SLC8A1_3	900	-	40657392	40657403
chr2	40679185	40679245	SLC8A1_1	900	-	40679185	40679196
chr2	40739519	40739579	SLC8A1_2	900	-	40739519	40739530
chr2	42275111	42275171	PKDCC_1	900	+	42275160	42275171
chr2	42396443	42396503	EML4_1	900	+	42396492	42396503
chr2	42588346	42588406	COX7A2L_1	900	-	42588346	42588357
chr2	42721106	42721166	KCNG3_1	900	-	42721106	42721117
chr2	42721586	42721646	MTA3_3	900	+	42721635	42721646
chr2	42795610	42795670	MTA3_1	900	+	42795659	42795670
chr2	42795732	42795792	MTA3_2	900	+	42795781	42795792
chr2	43019712	43019772	HAAO_1	900	-	43019712	43019723
chr2	43019860	43019920	HAAO_2	900	-	43019860	43019871
chr2	43453732	43453792	ZFP36L2_1	900	-	43453732	43453743
chr2	43823166	43823226	THADA_1	900	-	43823166	43823177
chr2	43864349	43864409	PLEKHH2_1	900	+	43864398	43864409
chr2	44001138	44001198	DYNC2LI1_1	900	+	44001187	44001198
chr2	44065967	44066027	ABCG5_1	900	-	44065967	44065978
chr2	44066064	44066124	ABCG8_1	900	+	44066113	44066124
chr2	44066386	44066446	ABCG5_2	900	-	44066386	44066397
chr2	44223117	44223177	LRPPRC_1	900	-	44223117	44223128
chr2	44395964	44396024	PPM1B_1	900	+	44396013	44396024
chr2	44445628	44445688	SLC3A1_2	900	+	44445677	44445688
chr2	44502569	44502629	SLC3A1_1	900	+	44502618	44502629
chr2	44588622	44588682	PREPL_1	900	-	44588622	44588633
chr2	44589036	44589096	CAMKMT_1	900	+	44589085	44589096
chr2	45168791	45168851	SIX3_1	900	+	45168840	45168851
chr2	45168931	45168991	SIX3_2	900	+	45168980	45168991
chr2	45169164	45169224	SIX3_3	900	+	45169213	45169224
chr2	45236560	45236620	SIX2_1	900	-	45236560	45236571
chr2	45236824	45236884	SIX2_2	900	-	45236824	45236835
chr2	45878829	45878889	PRKCE_1	900	+	45878878	45878889
chr2	46524496	46524556	EPAS1_1	900	+	46524545	46524556
chr2	46524855	46524915	EPAS1_2	900	+	46524904	46524915
chr2	46747097	46747157	ATP6V1E2_1	900	-	46747097	46747108
chr2	46768882	46768942	RHOQ_2	900	+	46768931	46768942
chr2	46769791	46769851	RHOQ_1	900	+	46769840	46769851
chr2	46844167	46844227	PIGF_1	900	-	46844167	46844178
chr2	46844321	46844381	CRIPT_1	900	+	46844370	46844381
chr2	46926026	46926086	SOCS5_1	900	+	46926075	46926086
chr2	46926338	46926398	SOCS5_2	900	+	46926387	46926398
chr2	46926416	46926476	TTC7A_2	900	+	46926465	46926476
chr2	47142917	47142977	MCFD2_1	900	-	47142917	47142928
chr2	47143241	47143301	TTC7A_4	900	+	47143290	47143301
chr2	47168318	47168378	TTC7A_1	900	+	47168367	47168378
chr2	47168591	47168651	TTC7A_3	900	+	47168640	47168651
chr2	47382414	47382474	C2orf61_1	900	-	47382414	47382425
chr2	47403639	47403699	CALM2_1	900	-	47403639	47403650
chr2	47572241	47572301	EPCAM_2	900	+	47572290	47572301
chr2	47596400	47596460	EPCAM_1	900	+	47596449	47596460
chr2	47630256	47630316	MSH2_1	900	+	47630305	47630316
chr2	47798079	47798139	KCNK12_1	900	-	47798079	47798090
chr2	48010234	48010294	MSH6_1	900	+	48010283	48010294
chr2	48018178	48018238	MSH6_2	900	+	48018227	48018238
chr2	48132643	48132703	FBXO11_3	900	-	48132643	48132654
chr2	48132881	48132941	FBXO11_2	900	-	48132881	48132892
chr2	48133713	48133773	FBXO11_1	900	-	48133713	48133724
chr2	48541771	48541831	FOXN2_1	900	+	48541820	48541831
chr2	48667887	48667947	PPP1R21_1	900	+	48667936	48667947
chr2	48737079	48737139	STON1-GTF2A1L_5	900	+	48737128	48737139
chr2	48742898	48742958	STON1-GTF2A1L_1	900	+	48742947	48742958
chr2	48757258	48757318	STON1_1	900	+	48757307	48757318
chr2	48757279	48757339	STON1-GTF2A1L_2	900	+	48757328	48757339
chr2	48776246	48776306	STON1-GTF2A1L_3	900	+	48776295	48776306
chr2	48796081	48796141	STON1-GTF2A1L_4	900	+	48796130	48796141
chr2	48822327	48822387	STON1_3	900	+	48822376	48822387
chr2	48824628	48824688	STON1_2	900	+	48824677	48824688
chr2	48844945	48845005	GTF2A1L_1	900	+	48844994	48845005
chr2	48982765	48982825	LHCGR_1	900	-	48982765	48982776
chr2	49381643	49381703	FSHR_1	900	-	49381643	49381654
chr2	50201242	50201302	NRXN1_4	900	-	50201242	50201253
chr2	50574932	50574992	NRXN1_3	900	-	50574932	50574943
chr2	51259259	51259319	NRXN1_1	900	-	51259259	51259270
chr2	51259562	51259622	NRXN1_2	900	-	51259562	51259573
chr2	53927689	53927749	ASB3_2	900	-	53927689	53927700
chr2	53966370	53966430	CHAC2_2	900	+	53966419	53966430
chr2	53994891	53994951	CHAC2_1	900	+	53994940	53994951
chr2	54014079	54014139	ASB3_1	900	-	54014079	54014090
chr2	54014131	54014191	ERLEC1_1	900	+	54014180	54014191
chr2	54014427	54014487	ASB3_3	900	-	54014427	54014438
chr2	54087088	54087148	GPR75_1	900	-	54087088	54087099
chr2	54087204	54087264	GPR75_3	900	-	54087204	54087215
chr2	54093982	54094042	GPR75_2	900	-	54093982	54093993
chr2	54114471	54114531	PSME4_3	900	-	54114471	54114482
chr2	54197916	54197976	PSME4_2	900	-	54197916	54197927
chr2	54198119	54198179	PSME4_1	900	-	54198119	54198130
