chr	start	end	TSAR
chr10	102796829	102796985	TSAR.1637
chr10	102806900	102807105	TSAR.0998
chr10	102809826	102810106	TSAR.3700
chr10	102833332	102833531	TSAR.2246
chr10	102986135	102986577	TSAR.1411
chr10	103001978	103002440	TSAR.0072
chr10	103008971	103009312	TSAR.2090
chr10	103021071	103021451	TSAR.3691
chr10	103042291	103042465	TSAR.1583
chr10	103043891	103044138	TSAR.0435
chr10	103045503	103045668	TSAR.2939
chr10	103045764	103045990	TSAR.0491
chr10	103050010	103050375	TSAR.2049
chr10	103052414	103052743	TSAR.0405
chr10	103053021	103053419	TSAR.2872
chr10	103064224	103064656	TSAR.0071
chr10	103065476	103065743	TSAR.0415
chr10	103090582	103091049	TSAR.3419
chr10	103285032	103286001	TSAR.2089
chr10	103323167	103323453	TSAR.0372
chr10	103324468	103324880	TSAR.0155
chr10	103366911	103367499	TSAR.0767
chr10	103372598	103373131	TSAR.0120
chr10	103374410	103374650	TSAR.0096
chr10	103410201	103412074	TSAR.0034
chr10	103436068	103436225	TSAR.3478
chr10	103508946	103509743	TSAR.4749
chr10	103533002	103533931	TSAR.2186
chr10	103599397	103599637	TSAR.1705
chr10	103784887	103785017	TSAR.4294
chr10	103799755	103799900	TSAR.4379
chr10	103867362	103868170	TSAR.0138
chr10	103906335	103907342	TSAR.3483
chr10	103988560	103989011	TSAR.0618
chr10	103990527	103990865	TSAR.1282
chr10	103991712	103991882	TSAR.2250
chr10	104045992	104046640	TSAR.2869
chr10	104070411	104071061	TSAR.2816
chr10	104083808	104084121	TSAR.3750
chr10	104088657	104089155	TSAR.2008
chr10	104093722	104094182	TSAR.2135
chr10	104113344	104113549	TSAR.3946
chr10	104158489	104158627	TSAR.4698
chr10	104173509	104173971	TSAR.2493
chr10	104176116	104176908	TSAR.2905
chr10	104181053	104181290	TSAR.3141
chr10	104181524	104182059	TSAR.0075
chr11	3797097	3797271	TSAR.0987
chr11	4107970	4108175	TSAR.2684
chr11	8251832	8252054	TSAR.3405
chr11	9100922	9101075	TSAR.1443
chr11	10131282	10131765	TSAR.1349
chr11	10594615	10594792	TSAR.3152
chr11	10714866	10715277	TSAR.2666
chr11	10785642	10785751	TSAR.2631
chr11	10800215	10800945	TSAR.0978
chr11	11924261	11924431	TSAR.3456
chr11	11963864	11964669	TSAR.0639
chr11	12578205	12578619	TSAR.1366
chr11	12702326	12702625	TSAR.1577
chr11	13427178	13427431	TSAR.0868
chr11	13440993	13441335	TSAR.3642
chr11	13461397	13462340	TSAR.0595
chr11	13735518	13736911	TSAR.0629
chr11	14490867	14491111	TSAR.3551
chr11	14502294	14502476	TSAR.3548
chr11	14515184	14515384	TSAR.2113
chr11	14515701	14515997	TSAR.0733
chr11	14539416	14539546	TSAR.3664
chr11	14901673	14902316	TSAR.0441
chr11	14907249	14907494	TSAR.2685
chr11	15096640	15096749	TSAR.3753
chr11	15199867	15199999	TSAR.2602
chr11	15254993	15255226	TSAR.1538
chr11	15321740	15322746	TSAR.0737
chr11	15340285	15341075	TSAR.1447
chr11	15354989	15355373	TSAR.1486
chr11	15389099	15389738	TSAR.1200
chr11	15391967	15392634	TSAR.0502
chr11	15396083	15396396	TSAR.2176
chr11	15401383	15401963	TSAR.0286
chr11	15430735	15431126	TSAR.1469
chr11	15447947	15448279	TSAR.1021
chr11	15486562	15487187	TSAR.0570
chr11	15493584	15493828	TSAR.1539
chr11	15493880	15494287	TSAR.0578
chr11	15622593	15623092	TSAR.4112
chr11	15624206	15625032	TSAR.3470
chr11	15692096	15692695	TSAR.2169
chr11	15711763	15712101	TSAR.4007
chr11	15771917	15772398	TSAR.0214
chr11	15780235	15781064	TSAR.0272
chr11	15795466	15795948	TSAR.2373
chr11	15865005	15865466	TSAR.2833
chr11	15959336	15960041	TSAR.0377
chr11	16038572	16039230	TSAR.0315
chr11	16133307	16133606	TSAR.2288
chr11	16318879	16319788	TSAR.3401
chr11	16490636	16490939	TSAR.1058
chr11	16627236	16627740	TSAR.3959
chr11	16633162	16634119	TSAR.4649
chr11	16802479	16802637	TSAR.3547
chr11	16808978	16809351	TSAR.2825
chr11	16836705	16837021	TSAR.3905
chr11	17426054	17426219	TSAR.2859
chr11	17519701	17519822	TSAR.1716
chr11	17527366	17527594	TSAR.0884
chr11	17582231	17582373	TSAR.4030
chr11	17633692	17633883	TSAR.2611
chr11	17650677	17650868	TSAR.4178
chr11	17653237	17653472	TSAR.2347
chr11	17653630	17653779	TSAR.3472
chr11	17655609	17655834	TSAR.3732
chr11	17656388	17656502	TSAR.2048
chr11	17663661	17663806	TSAR.1658
chr11	17671923	17672198	TSAR.0230
chr11	17793178	17794509	TSAR.1087
chr11	17794549	17794984	TSAR.2937
chr11	17800932	17801307	TSAR.1537
chr11	17803024	17803483	TSAR.0699
chr11	17803773	17804631	TSAR.0127
chr11	18312984	18313125	TSAR.4650
chr11	18330468	18330661	TSAR.3926
chr11	18485510	18485661	TSAR.2003
chr11	18630575	18631504	TSAR.0832
chr11	18636574	18637651	TSAR.0738
chr11	19422911	19423077	TSAR.3694
chr11	19502089	19502446	TSAR.1745
chr11	20113742	20114215	TSAR.3581
chr11	20906946	20907101	TSAR.2601
chr11	26681805	26681991	TSAR.2188
chr11	26743018	26743282	TSAR.2274
chr11	27517982	27518825	TSAR.2674
chr11	27520847	27521135	TSAR.4508
chr11	27678605	27678769	TSAR.1523
chr11	27678820	27680565	TSAR.1153
chr11	27782666	27783344	TSAR.1212
chr11	27852844	27853256	TSAR.4445
chr11	28590632	28590927	TSAR.2131
chr11	28604782	28605202	TSAR.3169
chr11	29182896	29183318	TSAR.3511
chr11	29236443	29236654	TSAR.4684
chr11	30604312	30604610	TSAR.1253
chr11	31081795	31082055	TSAR.3859
chr11	31325208	31325858	TSAR.2914
chr11	31806095	31807181	TSAR.3950
chr11	31809461	31810219	TSAR.2486
chr11	31897545	31898020	TSAR.3454
chr11	31996449	31996637	TSAR.3274
chr11	32016572	32017093	TSAR.1158
chr11	32062765	32063329	TSAR.3353
chr11	32128632	32129205	TSAR.2985
chr11	32204367	32204833	TSAR.2499
chr11	32953276	32956991	TSAR.3952
chr11	32999087	32999662	TSAR.2692
chr11	33566298	33566975	TSAR.4149
chr11	34663785	34664071	TSAR.3844
chr11	35016457	35017024	TSAR.3357
chr11	37615285	37615650	TSAR.2880
chr11	40462073	40462262	TSAR.2339
chr11	42545784	42546172	TSAR.4195
chr11	44213012	44213445	TSAR.2651
chr11	45950834	45951077	TSAR.2217
chr11	46700909	46701021	TSAR.2778
chr11	46831283	46831445	TSAR.4075
chr11	46839828	46840103	TSAR.4637
chr11	47488713	47488955	TSAR.2596
chr11	47711622	47712416	TSAR.2681
chr11	47804618	47804763	TSAR.2551
chr11	47834392	47834623	TSAR.4728
chr11	55450818	55451701	TSAR.0117
chr11	55494190	55494585	TSAR.3563
chr11	55522498	55523060	TSAR.2173
chr11	55563049	55563945	TSAR.0647
chr11	55587141	55588012	TSAR.2715
chr11	55594701	55595473	TSAR.1545
chr11	55623076	55623973	TSAR.1067
chr11	55681147	55681958	TSAR.2235
chr11	55702960	55703860	TSAR.0168
chr11	55735203	55735938	TSAR.3003
chr11	55782524	55783435	TSAR.4492
chr11	55797906	55798793	TSAR.0758
chr11	55821849	55822750	TSAR.0604
chr11	55838586	55839511	TSAR.0238
chr11	55850429	55851215	TSAR.1249
chr11	55978397	55979271	TSAR.0011
chr11	55999637	56000383	TSAR.1073
chr11	56113629	56114443	TSAR.0307
chr11	56143117	56143554	TSAR.0845
chr11	56185298	56185555	TSAR.3131
chr11	56294047	56295022	TSAR.0557
chr11	57426902	57427610	TSAR.1590
chr11	57440171	57440674	TSAR.4413
chr11	57472438	57472703	TSAR.2398
chr11	62361698	62361887	TSAR.3752
chr11	63683766	63684077	TSAR.3490
chr11	64053148	64053215	TSAR.2808
chr11	64375419	64375805	TSAR.4156
chr11	64536892	64537096	TSAR.0390
chr11	64537428	64537539	TSAR.2358
chr11	69466882	69466963	TSAR.2576
chr11	69467326	69467536	TSAR.2644
chr11	70033831	70034004	TSAR.2333
chr11	70332430	70333836	TSAR.3648
chr11	70507695	70507891	TSAR.1402
chr11	70508329	70508403	TSAR.1201
chr11	72711963	72712218	TSAR.1852
chr11	72853069	72853142	TSAR.4744
chr11	73019596	73020650	TSAR.3179
chr11	73071361	73071586	TSAR.1341
chr11	73122410	73122784	TSAR.1142
chr11	73785289	73785660	TSAR.2377
chr11	73789148	73789789	TSAR.0472
chr11	73796657	73796943	TSAR.1609
chr11	73950170	73950309	TSAR.2577
chr11	76157901	76158108	TSAR.4227
chr11	76224328	76224599	TSAR.1628
chr11	76237468	76237686	TSAR.1620
chr11	76246764	76247175	TSAR.1099
chr11	76248704	76249070	TSAR.1467
chr11	77301032	77301703	TSAR.3748
chr11	77333538	77333723	TSAR.0682
chr11	77335999	77336133	TSAR.1997
chr11	77937504	77938105	TSAR.1235
chr11	78147714	78147982	TSAR.2077
chr11	82334158	82334806	TSAR.3234
chr11	82549418	82549627	TSAR.4196
chr11	82560083	82560180	TSAR.1778
chr11	82561359	82561591	TSAR.2041
chr11	82644075	82644340	TSAR.3499
chr11	82692436	82693459	TSAR.0853
chr11	82698618	82698826	TSAR.4046
chr11	82876612	82877767	TSAR.1003
chr11	82878436	82879040	TSAR.0365
chr11	82879429	82881082	TSAR.0334
chr11	82909498	82909691	TSAR.3519
chr11	82921326	82921480	TSAR.1045
chr11	82935894	82936106	TSAR.4563
chr11	82938754	82938938	TSAR.1329
chr11	82951787	82952098	TSAR.3722
chr11	83166103	83166882	TSAR.1835
chr11	83168041	83168447	TSAR.4680
chr11	83984180	83984348	TSAR.4493
chr11	84148377	84149019	TSAR.4352
chr11	84633575	84634814	TSAR.1887
chr11	84634896	84635737	TSAR.2818
chr11	84843320	84844552	TSAR.0467
chr11	85365104	85365322	TSAR.1088
chr11	85371958	85373003	TSAR.0016
chr11	85373039	85373597	TSAR.1217
chr11	85420337	85420559	TSAR.3825
chr11	85445205	85445796	TSAR.2607
chr11	85688459	85689324	TSAR.3974
chr11	86017270	86017562	TSAR.0134
chr11	86048404	86048578	TSAR.2579
chr11	86056579	86056805	TSAR.2703
chr11	86103549	86103865	TSAR.0613
chr11	86119165	86119315	TSAR.1186
chr11	86123390	86123608	TSAR.0627
chr11	86662172	86663607	TSAR.0634
chr11	88240067	88241135	TSAR.4441
chr11	88911118	88911945	TSAR.0818
chr11	89885446	89885656	TSAR.4486
chr11	89902062	89902175	TSAR.2940
chr11	89911018	89911312	TSAR.2920
chr11	89924723	89924919	TSAR.2071
chr11	91965085	91965275	TSAR.2623
chr11	92085224	92088576	TSAR.4082
chr11	92498647	92499339	TSAR.1265
chr11	92530995	92535080	TSAR.0781
chr11	93797494	93797681	TSAR.4134
chr11	94987475	94987782	TSAR.2359
chr11	95711700	95713146	TSAR.4612
chr11	96214507	96214905	TSAR.3670
chr11	101826465	101827203	TSAR.1335
chr11	102220532	102221487	TSAR.1064
chr11	102736501	102736622	TSAR.1713
chr11	103811335	103811657	TSAR.3494
chr11	105923587	105925195	TSAR.0651
chr11	107224242	107224470	TSAR.4545
chr11	107974855	107976249	TSAR.3256
chr11	108031584	108032742	TSAR.0039
chr11	108042909	108043747	TSAR.1946
chr11	108562597	108562770	TSAR.2603
chr11	110451450	110451953	TSAR.1198
chr11	111367933	111368155	TSAR.1477
chr11	111368716	111368862	TSAR.1514
chr11	111369319	111369508	TSAR.1051
chr11	111430816	111431182	TSAR.0943
chr11	111486913	111487089	TSAR.2534
chr11	111558664	111558894	TSAR.0188
chr11	111572156	111572303	TSAR.1732
chr11	111573808	111574166	TSAR.1478
chr11	111575691	111575931	TSAR.1081
chr11	111582916	111583103	TSAR.1588
chr11	111590452	111590730	TSAR.0806
chr11	111613237	111613398	TSAR.1165
chr11	111614078	111614257	TSAR.0419
chr11	111622876	111623081	TSAR.1994
chr11	111624158	111624330	TSAR.1627
chr11	111626013	111626179	TSAR.1720
chr11	111630520	111630703	TSAR.4550
chr11	111711363	111711572	TSAR.1503
chr11	111728312	111728476	TSAR.3260
chr11	111745645	111746491	TSAR.0508
chr11	111747528	111747744	TSAR.2788
chr11	111779322	111779737	TSAR.4412
chr11	111844689	111845008	TSAR.1513
chr11	111863128	111863251	TSAR.2614
chr11	111899224	111899369	TSAR.1223
chr11	111907949	111908203	TSAR.0482
chr11	111921923	111922080	TSAR.3320
chr11	111930624	111930792	TSAR.0585
chr11	111931758	111931905	TSAR.2017
chr11	111941149	111941428	TSAR.2278
chr11	111956014	111956190	TSAR.1376
chr11	113126451	113126499	TSAR.4560
chr11	113234537	113234657	TSAR.2885
chr11	113609930	113610109	TSAR.3874
chr11	113675583	113675784	TSAR.3041
chr11	113685874	113686028	TSAR.4723
chr11	113711247	113711481	TSAR.3493
chr11	113793881	113794621	TSAR.4259
chr11	113802980	113803185	TSAR.1495
chr11	113813690	113813921	TSAR.4673
chr11	113860176	113860490	TSAR.3498
chr11	114103389	114103746	TSAR.4285
chr11	114316660	114316898	TSAR.4378
chr11	115088429	115089178	TSAR.3598
chr11	115116832	115116999	TSAR.2012
chr11	115286792	115287264	TSAR.3162
chr11	115292209	115293678	TSAR.0124
chr11	115308720	115308995	TSAR.0420
chr11	115371569	115372072	TSAR.4343
chr11	115376121	115376802	TSAR.1614
chr11	115378094	115378524	TSAR.1472
chr11	115493725	115493925	TSAR.0977
chr11	115533412	115533825	TSAR.1342
chr11	115549156	115549758	TSAR.2740
chr11	115782864	115783153	TSAR.3435
chr11	115801159	115801463	TSAR.4100
chr11	115827520	115827842	TSAR.3835
chr11	116000121	116000911	TSAR.4318
chr11	116100150	116101111	TSAR.0824
chr11	116128806	116129175	TSAR.4186
chr11	116404477	116404958	TSAR.0796
chr11	116526430	116526804	TSAR.2379
chr11	116619147	116619307	TSAR.4450
chr11	116657192	116657305	TSAR.2998
chr11	116732853	116733168	TSAR.0787
chr11	116744184	116744357	TSAR.4504
chr11	116746558	116746749	TSAR.3379
chr11	116746962	116747085	TSAR.4034
chr11	116766960	116767171	TSAR.1071
chr11	117161196	117161401	TSAR.4033
chr11	117186568	117186691	TSAR.3674
chr11	117214872	117215002	TSAR.1332
chr11	117299041	117299536	TSAR.3130
chr11	117467760	117468011	TSAR.3172
chr11	118046984	118047328	TSAR.0964
chr11	118133632	118133818	TSAR.4321
chr11	118235732	118235970	TSAR.3091
chr11	118240054	118240253	TSAR.3479
chr11	118242213	118242393	TSAR.1934
chr11	118243786	118244011	TSAR.1767
chr11	118245537	118245969	TSAR.1193
chr11	118250146	118250587	TSAR.2931
chr11	118253301	118253509	TSAR.1314
chr11	118257138	118257336	TSAR.1260
chr11	118263450	118263613	TSAR.1117
chr11	118277648	118277995	TSAR.0400
chr11	118279705	118279907	TSAR.2182
chr11	118338813	118339567	TSAR.0815
chr11	118342184	118344476	TSAR.0008
chr11	118354895	118355034	TSAR.3984
chr11	118373095	118377369	TSAR.0010
chr11	118396347	118396850	TSAR.3063
chr11	118403616	118403938	TSAR.3566
chr11	118451948	118452243	TSAR.0529
chr11	118455180	118455364	TSAR.1782
chr11	118468417	118468630	TSAR.3473
chr11	118505562	118505778	TSAR.3745
chr11	118619171	118619450	TSAR.2032
chr11	118888060	118888262	TSAR.0954
chr11	118940134	118940296	TSAR.3868
chr11	118940930	118941116	TSAR.4032
chr11	118980678	118980925	TSAR.1753
chr11	119025446	119025634	TSAR.2862
chr11	119044184	119044815	TSAR.2864
chr11	119144573	119144740	TSAR.1805
chr11	119170169	119170535	TSAR.2286
chr11	119170573	119171704	TSAR.1882
chr11	119212233	119212488	TSAR.3968
chr11	119227144	119227650	TSAR.0346
chr11	119229904	119230065	TSAR.3501
chr11	119233766	119233943	TSAR.3303
chr11	119243374	119244267	TSAR.2184
chr11	119778454	119778971	TSAR.3834
chr11	119821450	119821934	TSAR.2567
chr11	120200663	120201233	TSAR.0477
chr11	120317651	120317838	TSAR.4170
chr11	120328774	120328966	TSAR.3862
chr11	120754313	120754644	TSAR.4446
chr11	120833150	120833444	TSAR.3779
chr11	120957480	120957894	TSAR.1287
chr11	120979624	120980419	TSAR.0495
chr11	120988998	120989432	TSAR.1159
chr11	120995964	120996600	TSAR.1758
chr11	121177749	121178267	TSAR.2260
chr11	121391353	121391581	TSAR.1346
chr11	121429295	121429548	TSAR.0924
chr11	121489479	121489612	TSAR.4729
chr11	121495780	121495992	TSAR.2099
chr11	121566841	121567676	TSAR.4157
chr11	121712344	121712722	TSAR.1448
chr11	122900720	122901437	TSAR.2296
chr11	122910484	122911018	TSAR.4020
chr11	122917843	122918642	TSAR.0919
chr11	122955214	122955434	TSAR.2409
chr11	122968497	122968700	TSAR.1665
chr11	123396253	123396895	TSAR.1147
chr11	123497399	123498500	TSAR.1861
chr11	123777110	123778074	TSAR.0004
chr11	123810281	123811235	TSAR.0012
chr11	124055974	124056590	TSAR.0270
chr11	124109145	124109523	TSAR.2857
chr11	124489160	124489839	TSAR.0892
chr11	124496261	124496663	TSAR.4222
chr11	124508430	124508676	TSAR.3650
chr11	124642837	124643327	TSAR.1509
chr11	124715965	124716480	TSAR.0905
chr11	124739826	124739970	TSAR.4366
chr11	124745004	124745241	TSAR.1940
chr11	125150016	125150239	TSAR.3236
chr11	125269087	125269719	TSAR.0878
chr11	125281451	125281816	TSAR.2216
chr11	125482484	125482649	TSAR.4304
chr11	125489901	125490026	TSAR.1516
chr11	125496629	125496734	TSAR.3350
chr11	125497488	125497733	TSAR.2523
chr11	125503047	125503277	TSAR.0580
chr12	6619372	6619538	TSAR.0910
chr12	6873478	6873765	TSAR.2108
chr12	7024840	7025087	TSAR.3338
chr12	14834283	14834434	TSAR.3569
chr12	14947898	14948045	TSAR.3154
chr12	20774208	20774353	TSAR.0665
chr12	20799675	20799889	TSAR.1005
chr12	20801612	20801834	TSAR.0960
chr12	20803370	20803540	TSAR.2656
chr12	21626468	21626588	TSAR.3772
chr12	21628394	21628773	TSAR.1459
chr12	21643126	21643324	TSAR.0897
chr12	21794880	21795064	TSAR.3703
chr12	21958056	21958312	TSAR.1957
chr12	22035678	22035839	TSAR.0607
chr12	22069846	22070046	TSAR.1830
chr12	22208078	22208253	TSAR.3543
chr12	22208363	22208551	TSAR.3657
chr12	22214179	22214403	TSAR.0263
chr12	22218052	22218336	TSAR.4502
chr12	22354426	22355006	TSAR.0330
chr12	22440076	22440392	TSAR.0347
chr12	22606824	22606978	TSAR.2494
chr12	22635434	22635693	TSAR.0045
chr12	22637620	22637822	TSAR.1184
chr12	22659638	22659766	TSAR.3659
chr12	22670652	22671677	TSAR.1384
chr12	22677402	22677575	TSAR.2282
chr12	22680648	22680837	TSAR.4006
chr12	22796691	22796969	TSAR.2492
chr12	22826431	22826629	TSAR.2785
chr12	22876141	22876481	TSAR.2154
chr12	22949644	22950483	TSAR.3652
chr12	23138932	23139653	TSAR.4247
chr12	23343060	23344295	TSAR.0475
chr12	23364903	23365662	TSAR.4468
chr12	23493911	23494443	TSAR.2010
chr12	23566827	23567419	TSAR.3929
chr12	23682738	23683322	TSAR.3892
chr12	23709603	23710078	TSAR.2891
chr12	23728541	23728889	TSAR.2430
chr12	23913473	23913861	TSAR.2564
chr12	24060965	24061184	TSAR.2237
chr12	24099839	24100010	TSAR.2835
chr12	24100426	24101132	TSAR.4677
chr12	25157302	25157459	TSAR.2203
chr12	25242986	25243153	TSAR.0210
chr12	25254109	25254307	TSAR.2436
chr12	25260729	25260994	TSAR.3801
chr12	25261475	25261715	TSAR.0408
chr12	25398203	25398437	TSAR.3848
chr12	25679025	25679162	TSAR.4059
chr12	26217419	26218325	TSAR.0049
chr12	26220499	26220657	TSAR.2189
chr12	27066904	27067090	TSAR.2652
chr12	27068899	27069154	TSAR.1025
chr12	27077226	27077419	TSAR.1722
chr12	27081633	27081872	TSAR.1536
chr12	27181214	27181558	TSAR.0430
chr12	27450636	27450801	TSAR.3425
chr12	27832382	27832578	TSAR.2059
chr12	27834464	27834631	TSAR.1185
chr12	27840314	27840444	TSAR.1897
chr12	27841945	27842144	TSAR.0936
chr12	27908107	27908236	TSAR.3866
chr12	27915720	27916344	TSAR.2689
chr12	27997237	27997743	TSAR.3979
chr12	28015243	28015778	TSAR.0298
chr12	28410387	28410771	TSAR.1446
chr12	30862440	30863559	TSAR.0587
chr12	31440401	31440721	TSAR.3318
chr12	32480359	32481494	TSAR.2394
chr12	45483096	45483941	TSAR.2266
chr12	48183590	48184248	TSAR.0224
chr12	48438667	48439184	TSAR.3396
chr12	48543139	48543808	TSAR.0055
chr12	48547064	48547362	TSAR.0448
chr12	48723239	48723353	TSAR.2355
chr12	49086185	49088235	TSAR.0163
chr12	49176339	49176869	TSAR.0795
chr12	49250927	49251332	TSAR.3638
chr12	49371921	49372618	TSAR.1812
chr12	49380292	49381086	TSAR.2834
chr12	49888503	49888791	TSAR.3530
chr12	50041199	50041362	TSAR.0949
chr12	50042631	50042943	TSAR.1389
chr12	50144112	50144434	TSAR.1070
chr12	50232144	50232851	TSAR.0510
chr12	50386318	50386673	TSAR.3672
chr12	50387901	50388119	TSAR.4197
chr12	50396009	50396154	TSAR.3496
chr12	50479913	50480148	TSAR.0719
chr12	51207769	51207987	TSAR.2841
chr12	51208059	51208295	TSAR.4389
chr12	51450120	51450293	TSAR.1022
chr12	51585372	51585583	TSAR.3284
chr12	51723439	51723632	TSAR.1914
chr12	52206237	52206676	TSAR.2817
chr12	52306017	52306186	TSAR.1850
chr12	52370107	52370400	TSAR.3696
chr12	52374737	52374995	TSAR.3076
chr12	52400780	52401054	TSAR.2293
chr12	52776783	52776852	TSAR.0445
chr12	53242297	53242501	TSAR.1174
chr12	53448048	53448237	TSAR.0577
chr12	53457506	53457749	TSAR.4028
chr12	53586469	53586727	TSAR.1799
chr12	54103637	54103775	TSAR.1294
chr12	54368880	54369233	TSAR.1277
chr12	54402956	54403680	TSAR.0395
chr12	54404843	54405089	TSAR.3068
chr12	54575889	54576427	TSAR.1120
chr12	54891554	54891680	TSAR.4510
chr12	55420412	55421257	TSAR.0165
chr12	55968225	55968648	TSAR.1387
chr12	56039950	56040365	TSAR.4675
chr12	56115465	56115739	TSAR.3013
chr12	56143260	56143909	TSAR.2899
chr12	56216147	56216288	TSAR.4071
chr12	56220993	56222519	TSAR.0023
chr12	56230923	56231160	TSAR.3332
chr12	56295265	56296142	TSAR.3192
chr12	56346813	56346957	TSAR.3607
chr12	56364473	56365035	TSAR.0092
chr12	56487535	56487684	TSAR.0778
chr12	56494831	56495152	TSAR.1626
chr12	56524562	56524712	TSAR.3337
chr12	56525256	56525363	TSAR.4097
chr12	56642535	56642697	TSAR.3310
chr12	56711982	56712220	TSAR.2630
chr12	56713643	56713924	TSAR.4092
chr12	56844661	56845261	TSAR.4520
chr12	56862806	56863365	TSAR.1948
chr12	57036450	57036618	TSAR.2670
chr12	57106530	57106694	TSAR.1085
chr12	57139825	57139981	TSAR.1880
chr12	57144773	57145013	TSAR.1517
chr12	57396064	57398823	TSAR.0476
chr12	57422907	57423050	TSAR.2095
chr12	57457771	57458042	TSAR.3818
chr12	57579303	57579698	TSAR.3873
chr12	57905477	57905660	TSAR.1859
chr12	57910570	57910974	TSAR.1400
chr12	58007787	58007914	TSAR.0540
chr12	58089532	58089630	TSAR.4625
chr12	59270200	59270391	TSAR.3497
chr12	59281250	59281721	TSAR.3787
chr12	60881256	60881529	TSAR.1900
chr12	63543864	63544585	TSAR.2200
chr12	64868007	64868175	TSAR.3552
chr12	66408977	66409681	TSAR.1272
chr12	66741226	66742531	TSAR.1541
chr12	66765468	66766064	TSAR.4242
chr12	66769770	66770917	TSAR.1333
chr12	66909392	66910107	TSAR.2924
chr12	67698854	67700384	TSAR.0311
chr12	68053722	68054591	TSAR.0316
chr12	69651439	69652269	TSAR.0015
chr12	69970920	69971359	TSAR.1129
chr12	69980529	69980608	TSAR.4724
chr12	70980783	70981059	TSAR.1501
chr12	71030924	71031421	TSAR.3544
chr12	71054690	71054942	TSAR.2399
chr12	71168099	71168286	TSAR.3237
chr12	71791262	71791913	TSAR.2051
chr12	72007109	72007421	TSAR.3699
chr12	72180626	72180731	TSAR.4131
chr12	72180776	72181278	TSAR.2031
chr12	72675393	72675998	TSAR.1772
chr12	72962313	72962539	TSAR.4605
chr12	74314679	74314968	TSAR.4375
chr12	76442969	76443408	TSAR.0722
chr12	76746782	76747693	TSAR.1170
chr12	76765220	76765401	TSAR.2982
chr12	76853612	76853813	TSAR.2721
chr12	79258057	79258573	TSAR.0903
chr12	79480889	79481131	TSAR.4104
chr12	80613255	80613864	TSAR.4459
chr12	80750550	80750699	TSAR.2711
chr12	80761333	80761527	TSAR.2414
chr12	83175537	83175876	TSAR.3591
chr12	83525831	83526176	TSAR.4764
chr12	84810363	84810751	TSAR.4287
chr12	85744208	85744785	TSAR.2765
chr12	86377292	86377465	TSAR.4276
chr12	88293704	88294014	TSAR.4132
chr12	88588610	88589505	TSAR.1460
chr12	88865373	88865919	TSAR.0874
chr12	88912459	88912650	TSAR.3680
chr12	88971971	88972410	TSAR.1474
chr12	89890942	89891233	TSAR.4302
chr12	91501888	91502657	TSAR.2556
chr12	92682336	92682804	TSAR.2863
chr12	93169401	93169942	TSAR.1723
chr12	93881264	93881442	TSAR.4423
chr12	93969380	93970065	TSAR.4150
chr12	95663742	95663976	TSAR.1733
chr12	96220103	96220538	TSAR.1401
chr12	96558692	96559552	TSAR.0456
chr12	96605862	96606020	TSAR.4676
chr12	97415978	97416676	TSAR.4312
chr12	97469236	97470406	TSAR.0965
chr12	97476406	97477243	TSAR.0858
chr12	98419574	98420385	TSAR.4263
chr12	98607387	98607729	TSAR.1729
chr12	98674488	98674885	TSAR.4598
chr12	98676927	98677439	TSAR.2320
chr12	98782116	98782756	TSAR.2628
chr12	99043249	99043469	TSAR.4338
chr12	100734467	100734544	TSAR.4164
chr12	101368416	101368686	TSAR.3079
chr12	101436096	101436261	TSAR.4600
chr12	101988522	101988798	TSAR.3381
chr12	102950333	102951091	TSAR.1825
chr12	103279235	103279424	TSAR.1579
chr12	103371736	103372509	TSAR.3986
chr12	103406549	103407008	TSAR.2228
chr12	103868692	103869306	TSAR.3735
chr12	106492535	106492778	TSAR.3632
chr12	106499970	106500511	TSAR.3461
chr12	107151794	107152307	TSAR.3406
chr12	107264449	107264915	TSAR.2805
chr12	107292012	107292567	TSAR.3186
chr12	108581713	108581777	TSAR.3831
chr12	109541235	109541420	TSAR.2791
chr12	112337741	112337933	TSAR.1569
chr12	114037552	114037959	TSAR.4226
chr12	116714480	116714957	TSAR.3576
chr12	118848863	118848967	TSAR.4667
chr12	120156040	120156239	TSAR.3833
chr12	122017916	122018462	TSAR.3507
chr12	122247506	122248792	TSAR.3080
chr12	124421600	124422279	TSAR.3942
chr12	126138061	126139398	TSAR.0556
chr12	133118208	133118390	TSAR.2773
chr12	133121870	133122108	TSAR.1338
chr12	133146913	133147132	TSAR.3283
chr12	133147625	133148121	TSAR.0116
chr12	133148862	133148951	TSAR.3945
chr12	133149102	133149218	TSAR.4272
chr12	133158317	133158419	TSAR.0770
chr12	133159985	133160062	TSAR.3351
chr13	20608230	20608600	TSAR.3971
chr13	21370881	21371198	TSAR.4512
chr13	21974464	21974648	TSAR.3194
chr13	22270326	22270752	TSAR.1040
chr13	22665405	22666296	TSAR.0314
chr13	23903244	23903504	TSAR.2665
chr13	23904273	23914329	TSAR.0294
chr13	24874530	24874618	TSAR.1699
chr13	25827895	25828153	TSAR.4198
chr13	25840263	25840426	TSAR.4124
chr13	25841905	25842097	TSAR.3628
chr13	26502022	26502276	TSAR.4686
chr13	26828339	26828975	TSAR.1602
chr13	27332958	27334069	TSAR.0927
chr13	28124463	28124635	TSAR.2148
chr13	28130368	28130553	TSAR.1420
